WORD,RANK,FREQUENCY,LOG(RANK*FREQUENCY),LOG(TOTAL)
height,859,1,6.755768921984255,8.230843564198235
mobile,860,1,6.756932389247553,8.230843564198235
god's,861,1,6.7580945044277305,8.230843564198235
stage,862,1,6.759255270663693,8.230843564198235
family,863,1,6.760414691083428,8.230843564198235
produced,864,1,6.761572768804055,8.230843564198235
resolved,865,1,6.762729506931879,8.230843564198235
teaching,866,1,6.763884908562435,8.230843564198235
order,867,1,6.7650389767805414,8.230843564198235
prejudices,868,1,6.7661917146603505,8.230843564198235
benefits,869,1,6.767343125265392,8.230843564198235
testament,870,1,6.76849321164863,8.230843564198235
gives,871,1,6.769641976852503,8.230843564198235
learning,872,1,6.77078942390898,8.230843564198235
blessings,873,1,6.771935555839602,8.230843564198235
assumes,874,1,6.773080375655535,8.230843564198235
well-doing,875,1,6.774223886357614,8.230843564198235
trade,876,1,6.775366090936392,8.230843564198235
threatens,877,1,6.776506992372183,8.230843564198235
preservation,878,1,6.777646593635117,8.230843564198235
forward,879,1,6.778784897685177,8.230843564198235
movement,880,1,6.779921907472252,8.230843564198235
expecting,881,1,6.78105762593618,8.230843564198235
treat,882,1,6.782192056006791,8.230843564198235
upward,883,1,6.78332520060396,8.230843564198235
flame,884,1,6.784457062637643,8.230843564198235
brings,885,1,6.785587645007929,8.230843564198235
authority,886,1,6.786716950605081,8.230843564198235
business,887,1,6.787844982309579,8.230843564198235
fortifies,888,1,6.78897174299217,8.230843564198235
possible,889,1,6.790097235513905,8.230843564198235
throughout,890,1,6.7912214627261855,8.230843564198235
truths,891,1,6.792344427470809,8.230843564198235
sends,892,1,6.79346613258001,8.230843564198235
guided,893,1,6.794586580876499,8.230843564198235
outlines,894,1,6.795705775173514,8.230843564198235
behind,895,1,6.796823718274855,8.230843564198235
gangs,896,1,6.79794041297493,8.230843564198235
reformed,897,1,6.799055862058796,8.230843564198235
avoid,898,1,6.8001700683022,8.230843564198235
told,899,1,6.80128303447162,8.230843564198235
faint,900,1,6.802394763324311,8.230843564198235
uphold,901,1,6.803505257608338,8.230843564198235
four,902,1,6.804614520062624,8.230843564198235
slavery,903,1,6.805722553416985,8.230843564198235
assume,904,1,6.806829360392176,8.230843564198235
bounty,905,1,6.807934943699926,8.230843564198235
cost,906,1,6.80903930604298,8.230843564198235
knew,907,1,6.810142450115136,8.230843564198235
mustered,908,1,6.811244378601294,8.230843564198235
surpass,909,1,6.812345094177479,8.230843564198235
limitless,910,1,6.813444599510896,8.230843564198235
making,911,1,6.814542897259958,8.230843564198235
travelled,912,1,6.815639990074331,8.230843564198235
seem,913,1,6.816735880594968,8.230843564198235
shrink,914,1,6.81783057145415,8.230843564198235
if,915,1,6.818924065275521,8.230843564198235
weapons,916,1,6.82001636467413,8.230843564198235
cripple,917,1,6.821107472256465,8.230843564198235
echo,918,1,6.822197390620491,8.230843564198235
wellspring,919,1,6.823286122355687,8.230843564198235
should,920,1,6.824373670043086,8.230843564198235
wages,921,1,6.825460036255307,8.230843564198235
boat,922,1,6.826545223556594,8.230843564198235
endlessly,923,1,6.827629234502852,8.230843564198235
security,924,1,6.828712071641684,8.230843564198235
knows,925,1,6.829793737512425,8.230843564198235
globe,926,1,6.8308742346461795,8.230843564198235
created,927,1,6.831953565565855,8.230843564198235
party,928,1,6.833031732786201,8.230843564198235
loses,929,1,6.834108738813838,8.230843564198235
mountaintop,930,1,6.835184586147301,8.230843564198235
igniting,931,1,6.836259277277067,8.230843564198235
man,932,1,6.837332814685591,8.230843564198235
robbing,933,1,6.838405200847344,8.230843564198235
learn,934,1,6.839476438228843,8.230843564198235
best,935,1,6.840546529288687,8.230843564198235
obsessions,936,1,6.841615476477592,8.230843564198235
were,937,1,6.842683282238422,8.230843564198235
wander,938,1,6.843749949006225,8.230843564198235
happiness,939,1,6.844815479208263,8.230843564198235
drifting,940,1,6.84587987526405,8.230843564198235
joyful,941,1,6.846943139585379,8.230843564198235
revitalize,942,1,6.848005274576363,8.230843564198235
massive,943,1,6.849066282633458,8.230843564198235
denied,944,1,6.8501261661455,8.230843564198235
encyclopedia,945,1,6.851184927493743,8.230843564198235
else,946,1,6.852242569051878,8.230843564198235
competition,947,1,6.853299093186078,8.230843564198235
shoot,948,1,6.854354502255021,8.230843564198235
unleash,949,1,6.855408798609928,8.230843564198235
job,950,1,6.856461984594587,8.230843564198235
bind,951,1,6.85751406254539,8.230843564198235
trust,952,1,6.858565034791365,8.230843564198235
valley,953,1,6.859614903654202,8.230843564198235
tomorrows,954,1,6.860663671448287,8.230843564198235
took,955,1,6.86171134048073,8.230843564198235
strengthened,956,1,6.862757913051401,8.230843564198235
computer,957,1,6.863803391452954,8.230843564198235
reached,958,1,6.86484777797086,8.230843564198235
spoke,959,1,6.8658910748834385,8.230843564198235
farms,960,1,6.866933284461882,8.230843564198235
animosities,961,1,6.8679744089702925,8.230843564198235
universal,962,1,6.8690144506657065,8.230843564198235
deepened,963,1,6.870053411798126,8.230843564198235
culture,964,1,6.871091294610546,8.230843564198235
humble,965,1,6.872128101338986,8.230843564198235
possession,966,1,6.873163834212518,8.230843564198235
fuel,967,1,6.874198495453294,8.230843564198235
destruction,968,1,6.875232087276577,8.230843564198235
broad,969,1,6.876264611890766,8.230843564198235
classroom,970,1,6.877296071497429,8.230843564198235
summon,971,1,6.878326468291325,8.230843564198235
breach,972,1,6.879355804460439,8.230843564198235
conservation,973,1,6.880384082186005,8.230843564198235
me,974,1,6.881411303642535,8.230843564198235
noblest,975,1,6.882437470997847,8.230843564198235
crises,976,1,6.883462586413092,8.230843564198235
domestic,977,1,6.884486652042782,8.230843564198235
bring,978,1,6.885509670034818,8.230843564198235
fortunes,979,1,6.88653164253051,8.230843564198235
reform,980,1,6.887552571664617,8.230843564198235
cast,981,1,6.8885724595653635,8.230843564198235
choosing,982,1,6.889591308354466,8.230843564198235
inherit,983,1,6.890609120147166,8.230843564198235
crisis,984,1,6.891625897052253,8.230843564198235
steadfastness,985,1,6.892641641172089,8.230843564198235
peace,986,1,6.893656354602635,8.230843564198235
wars,987,1,6.894670039433482,8.230843564198235
instantaneously,988,1,6.895682697747868,8.230843564198235
exhilarated,989,1,6.8966943316227125,8.230843564198235
fascism,990,1,6.897704943128636,8.230843564198235
millennium,991,1,6.898714534329988,8.230843564198235
turn,992,1,6.899723107284872,8.230843564198235
rolls,993,1,6.900730664045173,8.230843564198235
society,994,1,6.901737206656574,8.230843564198235
jefferson,995,1,6.902742737158593,8.230843564198235
fortunate,996,1,6.903747257584598,8.230843564198235
boldly,997,1,6.904750769961838,8.230843564198235
communications,998,1,6.905753276311464,8.230843564198235
lurk,999,1,6.906754778648554,8.230843564198235
longed,1000,1,6.907755278982137,8.230843564198235
shuttered,1001,1,6.90875477931522,8.230843564198235
thrive,1002,1,6.90975328164481,8.230843564198235
chorus,1003,1,6.910750787961936,8.230843564198235
worry,1004,1,6.911747300251674,8.230843564198235
tools,1005,1,6.912742820493176,8.230843564198235
mightiest,1006,1,6.913737350659685,8.230843564198235
serve,1007,1,6.914730892718563,8.230843564198235
persistent,1008,1,6.915723448631314,8.230843564198235
indispensable,1009,1,6.9167150203536085,8.230843564198235
between,1010,1,6.917705609835305,8.230843564198235
deepest,1011,1,6.918695219020472,8.230843564198235
broadcast,1012,1,6.919683849847411,8.230843564198235
debt,1013,1,6.920671504248683,8.230843564198235
atom,1014,1,6.921658184151129,8.230843564198235
hardworking,1015,1,6.922643891475888,8.230843564198235
until,1016,1,6.923628628138427,8.230843564198235
regions,1017,1,6.92461239604856,8.230843564198235
windows,1018,1,6.925595197110468,8.230843564198235
divided,1019,1,6.926577033222725,8.230843564198235
news,1020,1,6.927557906278317,8.230843564198235
repairers,1021,1,6.928537818164665,8.230843564198235
recognize,1022,1,6.92951677076365,8.230843564198235
facing,1023,1,6.930494765951626,8.230843564198235
trumpets,1024,1,6.931471805599453,8.230843564198235
defied,1025,1,6.932447891572509,8.230843564198235
civilization,1026,1,6.933423025730715,8.230843564198235
meets,1027,1,6.934397209928558,8.230843564198235
unmistakable,1028,1,6.93537044601511,8.230843564198235
eroded,1029,1,6.9363427358340495,8.230843564198235
wide,1030,1,6.937314081223682,8.230843564198235
blueprint,1031,1,6.93828448401696,8.230843564198235
legacy,1032,1,6.939253946041508,8.230843564198235
deadlock,1033,1,6.940222469119639,8.230843564198235
surely,1034,1,6.9411900550683745,8.230843564198235
predecessor,1035,1,6.942156705699469,8.230843564198235
harder,1036,1,6.943122422819428,8.230843564198235
approaches,1037,1,6.9440872082295275,8.230843564198235
plague,1038,1,6.945051063725834,8.230843564198235
brave,1039,1,6.946013991099227,8.230843564198235
inauguration,1040,1,6.946975992135418,8.230843564198235
hatreds,1041,1,6.947937068614969,8.230843564198235
many,1042,1,6.948897222313312,8.230843564198235
paves,1043,1,6.949856455000773,8.230843564198235
commonplace,1044,1,6.950814768442584,8.230843564198235
creed,1045,1,6.951772164398911,8.230843564198235
while,1046,1,6.952728644624869,8.230843564198235
threatened,1047,1,6.953684210870537,8.230843564198235
gathered,1048,1,6.954638864880987,8.230843564198235
unity,1049,1,6.955592608396297,8.230843564198235
minorities,1050,1,6.956545443151569,8.230843564198235
restless,1051,1,6.957497370876951,8.230843564198235
preeminent,1052,1,6.9584483932976555,8.230843564198235
any,1053,1,6.959398512133975,8.230843564198235
achievements,1054,1,6.960347729101308,8.230843564198235
imagine,1055,1,6.961296045910167,8.230843564198235
profound,1056,1,6.962243464266207,8.230843564198235
experimentation,1057,1,6.963189985870238,8.230843564198235
shadows,1058,1,6.964135612418245,8.230843564198235
oldest,1059,1,6.9650803456014065,8.230843564198235
returned,1060,1,6.966024187106113,8.230843564198235
physicists,1061,1,6.966967138613983,8.230843564198235
independence,1062,1,6.967909201801884,8.230843564198235
