NAME OF RESTAURANT,CITY,COUNTRY CODE,DAY OF WEEK,START TIME HOUR,START TIME MINUTE,END TIME HOUR,END TIME MINUTE
Carrots + Daikon,London,GB,4,12,00,15,30
Carrots + Daikon,London,GB,4,18,00,21,00
Carrots + Daikon,London,GB,5,12,00,21,00
Cart-Driver,Denver,US,0,12,00,00,00
Cart-Driver,Denver,US,1,12,00,00,00
Cart-Driver,Denver,US,2,12,00,00,00
Cart-Driver,Denver,US,3,12,00,00,00
Cart-Driver,Denver,US,4,12,00,00,00
Cart-Driver,Denver,US,5,12,00,00,00
Cart-Driver,Denver,US,6,12,00,00,00
Carving Room,Washington,US,0,11,00,00,00
Carving Room,Washington,US,1,11,00,00,00
Carving Room,Washington,US,2,11,00,00,00
Carving Room,Washington,US,3,11,00,00,00
Carving Room,Washington,US,4,11,00,01,00
Carving Room,Washington,US,5,11,00,01,00
Carving Room,Washington,US,6,11,00,22,00
Casa Asturiana Spanish Restaurant,Sydney,AU,0,12,00,15,00
Casa Asturiana Spanish Restaurant,Sydney,AU,0,17,30,23,00
Casa Asturiana Spanish Restaurant,Sydney,AU,1,12,00,15,00
Casa Asturiana Spanish Restaurant,Sydney,AU,1,17,30,23,00
